Solvent_SMILES,Solute_SMILES
O=C1CCCO1,CC1CCCCC1
O=C1CCCO1,C1CCCCC1
O=C1CCCO1,C1CCCCC1
O=C1CCCO1,C1CCCCC1
O=C1CCCO1,C1CCCC1
O=C1CCCO1,CCO
O=C1CCCO1,CCCCCCC
O=C1CCCO1,CCCCCCC
O=C1CCCO1,CCCCCCC
O=C1CCCO1,CCCCCCC
O=C1CCCO1,CCCCCCC
O=C1CCCO1,CC(C)CCC(C)C
O=C1CCCO1,CCCCCC
O=C1CCCO1,CCCCCC
O=C1CCCO1,CCCCCC
O=C1CCCO1,CCCCCC
O=C1CCCO1,CCCCCC
O=C1CCCO1,C[N+](=O)[O-]
O=C1CCCO1,CCCCCCCCC
O=C1CCCO1,CCCCCCCC
O=C1CCCO1,CCCCCCCC
O=C1CCCO1,CCCCCCCC
O=C1CCCO1,CCCCCCCC
O=C1CCCO1,CCCCCCCC
O=C1CCCO1,CC(C)C(C)C(C)C
O=C1CCCO1,CCCC(C)C
O=C1CCCO1,CCCCC
O=C1CCCO1,CCCCC
O=C1CCCO1,CCCCC
O=C1CCCO1,CCCCC
O=C1CCCO1,CCCCC
O=C1CCCO1,CCCCC
O=C1CCCO1,C=Cc1ccccc1
O=C1CCCO1,Cc1ccccc1
O=C1CCCO1,Cc1ccccc1
O=C1CCCO1,Cc1ccccc1
O=C1CCCO1,Cc1ccccc1
CCCC(=O)OCC,CCC1CCCCC1
CCCC(=O)OCC,CCCCCCC
CCCC(=O)OCC,CCCCCC
CCCC(=O)OCC,CCCCCCCC
CCCC(=O)OCC,CC(C)C(C)C(C)C
CCCC(=O)OCC,CC(C)CC(C)C
CCCC(=O)OCC,CCCC(C)C
CCCC(=O)OCC,CCCCC
CCCC#N,C1COCCO1
CCCC#N,C=CCCCCC
CCCC#N,C=CCCCC
CCCC#N,C=CCCCCCC
CCCC#N,CCC(C)=O
CCCC#N,c1ccccc1
CCCC#N,CCC1CCCCC1
CCCC#N,C1CCCCC1
CCCC#N,CCO
CCCC#N,CCCCCCC
CCCC#N,CC(C)CCC(C)C
CCCC#N,CCCCCC
CCCC#N,C[N+](=O)[O-]
CCCC#N,CCCCCCCCC
CCCC#N,CCCCCCCC
CCCC#N,CC(C)C(C)C(C)C
CCCC#N,CC(C)CC(C)C
CCCC#N,CCCC(C)C
COC(=O)N(C)C,c1ccccc1
S=C=S,C1COCCO1
S=C=S,C1COCCO1
S=C=S,C1COCCO1
S=C=S,CCC(C)=O
S=C=S,CCC(C)=O
S=C=S,CCC(C)=O
S=C=S,CC(C)=O
S=C=S,CC(C)=O
S=C=S,C1CCCCC1
S=C=S,CCO
S=C=S,CCO
S=C=S,CCO
S=C=S,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
S=C=S,CCCCCCC
S=C=S,CC(C)CCC(C)C
S=C=S,CCCCCC
S=C=S,C[N+](=O)[O-]
S=C=S,C[N+](=O)[O-]
S=C=S,C[N+](=O)[O-]
S=C=S,CCCCCCCCC
S=C=S,CCCCCCCC
S=C=S,CC(C)C(C)C(C)C
S=C=S,CC(C)CC(C)C
S=C=S,CCCCC
S=C=S,Cc1ccccc1
S=C=S,Cc1ccccc1
S=C=S,Cc1ccccc1
S=C=S,O
S=C=S,O
S=C=S,O
COC(=O)OC,CO
COC(=O)OC,CO
COC(=O)OC,CO
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CCC1CCCO1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CCC1CCCO1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CCC1CCCO1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CCc1ccco1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CCc1ccco1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CCc1ccco1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CCc1ccco1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CCc1ccco1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CC1CCCO1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CC1CCCO1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CC1CCCO1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CC1CCCO1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CC1CCCO1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,Cc1ccco1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,Cc1ccco1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,Cc1ccco1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,Cc1ccco1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,Cc1ccco1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CCCc1ccco1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CCCc1ccco1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CCCc1ccco1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,CCCc1ccco1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,C1CCOC1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,C1CCOC1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,C1CCOC1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,C1CCOC1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,C1CCOC1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,c1ccoc1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,c1ccoc1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,c1ccoc1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,c1ccoc1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,c1ccoc1
OC1CCCCCC1,c1ccccc1
OC1CCCCCC1,CCCC
OC1CCCCCC1,C1CCCCC1
OC1CCCCCC1,C1CCCC1
OC1CCCCCC1,CCCCCC
OC1CCCCCC1,CCCCC
C=C(C)C1CCCC(C)C1,CCCCCCC
CC(=O)C1=CCCCC1,C=CCCCC
CC(=O)C1=CCCCC1,c1ccccc1
CC(=O)C1=CCCCC1,C1CCCCC1
CC(=O)C1=CCCCC1,C1=CCCCC1
CC(=O)C1=CCCCC1,CCCCCC
NC1CCCCC1,C=CCCCC
NC1CCCCC1,CCCCCO
NC1CCCCC1,CCCCCO
NC1CCCCC1,CCc1ccccc1
NC1CCCCC1,CCc1ccccc1
NC1CCCCC1,CCc1ccccc1
NC1CCCCC1,c1ccccc1
NC1CCCCC1,C1CCCCC1
NC1CCCCC1,NCCN
NC1CCCCC1,CCCCCCC
NC1CCCCC1,CCCCCCC
NC1CCCCC1,CCCCCCCC
NC1CCCCC1,CCCCCCCC
NC1CCCCC1,CCCCCCCC
NC1CCCCC1,NCCCN
NC1CCCCC1,Cc1ccccc1
NC1CCCCC1,Cc1ccccc1
BrC1CCCCC1,CCI
BrC1CCCCC1,C[Sn](C)(C)C
CCCCC1CCCCC1,O
ClC1CCCCC1,CCN(CC)CC
N#CC1CCCCC1,C=CCCCC
N#CC1CCCCC1,c1ccccc1
N#CC1CCCCC1,C1CCCCC1
N#CC1CCCCC1,C1=CCCCC1
CCCCCCCCCCC1CCCCC1,C=CCC
CCCCCCCCCCC1CCCCC1,CCCC
CCCCCCCCCCC1CCCCC1,CCCCCCC
CCCCCCCCCCC1CCCCC1,CCCCCC
CCCCCCCCCCC1CCCCC1,CCCCCCCC
CCCCCCCCCCC1CCCCC1,CCCCC
CCCCCCCCCCC1CCCCC1,CCC
CCCCCCCCCCC1CCCCC1,C=CC
CC1CCCCC1,CC(C)=O
CC1CCCCC1,CC(C)=O
CC1CCCCC1,CC(C)=O
CC1CCCCC1,CC(C)=O
CC1CCCCC1,Nc1ccccc1
CC1CCCCC1,Nc1ccccc1
CC1CCCCC1,CCO
CC1CCCCC1,CCO
CC1CCCCC1,COC(C)(C)C
CC1CCCCC1,O=Cc1ccco1
CC1CCCCC1,O=Cc1ccco1
CC1CCCCC1,O=Cc1ccco1
CC1CCCCC1,O=Cc1ccco1
CC1CCCCC1,C[N+](=O)[O-]
CC1CCCCC1,C[N+](=O)[O-]
CC1CCCCC1,Cc1ccccc1
CC1CCCCC1,Cc1ccccc1
CC1CCCCC1,O
CC1CCCCC1,O
CC1CCCCC1,O
CC1CCCCC1,O
O=[N+]([O-])C1CCCCC1,C=CCCCC
O=[N+]([O-])C1CCCCC1,c1ccccc1
O=[N+]([O-])C1CCCCC1,C1CCCCC1
O=[N+]([O-])C1CCCCC1,C1=CCCCC1
O=[N+]([O-])C1CCCCC1,CCCCCC
CCCCCCCCCCCCCCCCCCC1CCCCC1,CCCC
CCCCCCCCCCCCCCCCCCC1CCCCC1,CCCCCC
CCCCCCCCCCCCCCCCCCC1CCCCC1,CCCCCCCC
CCCCCCCCCCCCCCCCCCC1CCCCC1,CCCCC
CCCCCCCCCCCCCCCCCCC1CCCCC1,CCC
CCCCCCCCCCCCCCCCCCC1CCCCC1,C=C(C)C
CCCCCCCCCCCCCCCCCCC1CCCCC1,C=CC
CCCCCCCCCCCCCCC1CCCCC1,C=CCC
CCCCCCCCCCCCCCC1CCCCC1,CCCC
CCCCCCCCCCCCCCC1CCCCC1,CCCCCCC
CCCCCCCCCCCCCCC1CCCCC1,CCCCCC
CCCCCCCCCCCCCCC1CCCCC1,CCCCCCCC
CCCCCCCCCCCCCCC1CCCCC1,CCCCC
CCCCCCCCCCCCCCC1CCCCC1,CCC
CCCCCCCCCCCCCCC1CCCCC1,C=C(C)C
CCCCCCCCCCCCCCC1CCCCC1,C=CC
O=CC1CCCCC1,C=CCCCC
O=CC1CCCCC1,c1ccccc1
O=CC1CCCCC1,C1CCCCC1
O=CC1CCCCC1,C1=CCCCC1
O=CC1CCCCC1,CCCCCC
COC(=O)C1CCCCC1,C=CCCCC
COC(=O)C1CCCCC1,c1ccccc1
COC(=O)C1CCCCC1,C1=CCCCC1
COC(=O)C1CCCCC1,CCCCCC
C1CCCCC1,OCCO
C1CCCCC1,OCCO
C1CCCCC1,OCCO
C1CCCCC1,OCCCO
C1CCCCC1,OCCCO
C1CCCCC1,OCCCO
C1CCCCC1,OCCCCO
C1CCCCC1,OCCCCO
C1CCCCC1,OCCCCCO
C1CCCCC1,OCCCCCCO
C1CCCCC1,CCCCO
C1CCCCC1,CCCCO
C1CCCCC1,CCCCO
C1CCCCC1,CCCCO
C1CCCCC1,CCCCCCO
C1CCCCC1,CCCCCCO
C1CCCCC1,CCCCCO
C1CCCCC1,CCCCCO
C1CCCCC1,CCCCCO
C1CCCCC1,CCCCCO
C1CCCCC1,CCCCCO
C1CCCCC1,CCCO
C1CCCCC1,CCC(C)=O
C1CCCCC1,CCC(C)=O
C1CCCCC1,CC(C)O
C1CCCCC1,CC(C)O
C1CCCCC1,CC(C)O
C1CCCCC1,CC(C)O
C1CCCCC1,CC(C)O
C1CCCCC1,CC(C)=O
C1CCCCC1,CC(C)=O
C1CCCCC1,CC(C)=O
C1CCCCC1,CC(C)=O
C1CCCCC1,CC(C)=O
C1CCCCC1,CN1CCCC1=O
C1CCCCC1,CN1CCCC1=O
C1CCCCC1,CN1CCCC1=O
C1CCCCC1,CCN(CC)C(C)=O
C1CCCCC1,CCN(CC)C(C)=O
C1CCCCC1,CCN(CC)C(C)=O
C1CCCCC1,CC(=O)N(C)C
C1CCCCC1,CC(=O)N(C)C
C1CCCCC1,CC(=O)N(C)C
C1CCCCC1,CCOC(C)=O
C1CCCCC1,CCOC(C)=O
C1CCCCC1,CCOC(C)=O
C1CCCCC1,COC(C)=O
C1CCCCC1,CCCOC(C)=O
C1CCCCC1,CCCOC(C)=O
C1CCCCC1,CC1=CCC2CC1C2(C)C
C1CCCCC1,CC(C)NC(C)C
C1CCCCC1,CCN(C)C
C1CCCCC1,CCN(CC)CC
C1CCCCC1,c1ccccc1
C1CCCCC1,c1ccccc1
C1CCCCC1,c1ccccc1
C1CCCCC1,c1ccccc1
C1CCCCC1,C=C1CCC2CC1C2(C)C
C1CCCCC1,C=C1CCC2CC1C2(C)C
C1CCCCC1,CCCCN
C1CCCCC1,CCCCN
C1CCCCC1,CCCCCl
C1CCCCC1,CCCCCl
C1CCCCC1,CCCCCl
C1CCCCC1,CCCCCl
C1CCCCC1,CCC1CCCCC1
C1CCCCC1,O=C1CCCCC1
C1CCCCC1,C1COOC1
C1CCCCC1,FC(F)(Cl)C(F)(Cl)Cl
C1CCCCC1,ClCCCl
C1CCCCC1,ClCCCl
C1CCCCC1,ClCCCl
C1CCCCC1,FC(Cl)(Cl)C(F)(Cl)Cl
C1CCCCC1,FC(Cl)(Cl)C(F)(Cl)Cl
C1CCCCC1,FC(Cl)(Cl)C(F)(Cl)Cl
C1CCCCC1,COCCOC
C1CCCCC1,COCCOC
C1CCCCC1,CCO
C1CCCCC1,CCO
C1CCCCC1,CCO
C1CCCCC1,CCO
C1CCCCC1,CCO
C1CCCCC1,CCO
C1CCCCC1,CCO
C1CCCCC1,CCO
C1CCCCC1,CCO
C1CCCCC1,CCO
C1CCCCC1,CC(C)OC(C)C
C1CCCCC1,CCOC(C)(C)C
C1CCCCC1,CCOC(C)(C)C
C1CCCCC1,COC(C)(C)C
C1CCCCC1,COC(C)(C)C
C1CCCCC1,CN(C)C=O
C1CCCCC1,CN(C)C=O
C1CCCCC1,CNC=O
C1CCCCC1,C1CCOC1
C1CCCCC1,O=Cc1ccco1
C1CCCCC1,O=Cc1ccco1
C1CCCCC1,O=Cc1ccco1
C1CCCCC1,CCCCCCC
C1CCCCC1,CCCCCC
C1CCCCC1,CCCCCC
C1CCCCC1,CCCCCC
C1CCCCC1,CCCCCC
C1CCCCC1,CN1CCCCCC1=O
C1CCCCC1,CN1CCCCCC1=O
C1CCCCC1,CCOCOCC
C1CCCCC1,CCOCOCC
C1CCCCC1,C[N+](=O)[O-]
C1CCCCC1,CO
C1CCCCC1,CO
C1CCCCC1,CO
C1CCCCC1,CO
C1CCCCC1,CO
C1CCCCC1,CO
C1CCCCC1,CCCCCCCCC
C1CCCCC1,CCCCCCCC
C1CCCCC1,CC(C)C(C)C(C)C
C1CCCCC1,CCCC(C)C
C1CCCCC1,CCCCC
C1CCCCC1,Oc1ccccc1
C1CCCCC1,Oc1ccccc1
C1CCCCC1,Oc1ccccc1
C1CCCCC1,CC(C)[N+](=O)[O-]
C1CCCCC1,CC(C)[N+](=O)[O-]
C1CCCCC1,CC(C)[N+](=O)[O-]
C1CCCCC1,CCC(=O)N(C)C
C1CCCCC1,CCC(=O)N(C)C
C1CCCCC1,O=S1(=O)CCCC1
C1CCCCC1,O=S1(=O)CCCC1
C1CCCCC1,OCCOCCOCCO
C1CCCCC1,[2H]O[2H]
C1CCCCC1,[2H]O[2H]
C1CCCCC1,O
C1CCCCC1,O
C1CCCCC1,O
C1CCCCC1,O
C1CCCCC1,O
C1CCCCC1,O
C1CCCCC1,O
C1CCCCC1,O
OC1CCCCC1,CCCCCO
OC1CCCCC1,CCCCCO
OC1CCCCC1,c1ccccc1
OC1CCCCC1,CCCC
OC1CCCCC1,C1CCCCC1
OC1CCCCC1,C1CCCCC1
OC1CCCCC1,O=C1CCCCC1
OC1CCCCC1,O=C1CCCCC1
OC1CCCCC1,O=C1CCCCC1
OC1CCCCC1,O=C1CCCCC1
OC1CCCCC1,C1=CCCCC1
OC1CCCCC1,CC1CCCC1
OC1CCCCC1,C1CCCC1
OC1CCCCC1,CCCCCC
OC1CCCCC1,CCCCCC
OC1CCCCC1,CCCCC
OC1CCCCC1,CC(C)C
OC1CCCCC1,CCC
O=C1CCCCC1,C=CC(=C)C
O=C1CCCCC1,C1COCCO1
O=C1CCCCC1,CCCCO
O=C1CCCCC1,CCCCO
O=C1CCCCC1,CCCCO
O=C1CCCCC1,CCCCO
O=C1CCCCC1,CCCCCO
O=C1CCCCC1,CCCCCO
O=C1CCCCC1,C=CCCC
O=C1CCCCC1,CCC(C)=O
O=C1CCCCC1,CC=C(C)C
O=C1CCCCC1,CC=C(C)C
O=C1CCCCC1,CC(C)=O
O=C1CCCCC1,CCN(CC)CC
O=C1CCCCC1,c1ccccc1
O=C1CCCCC1,c1ccccc1
O=C1CCCCC1,C1CCCCC1
O=C1CCCCC1,C1CCCCC1
O=C1CCCCC1,C1CCCCC1
O=C1CCCCC1,OC1CCCCC1
O=C1CCCCC1,OC1CCCCC1
O=C1CCCCC1,O=C1CCCC1
O=C1CCCCC1,O=C1CCCC1
O=C1CCCCC1,O=COC1CCCCC1
O=C1CCCCC1,O=COC1CCCCC1
O=C1CCCCC1,O=COC1CCCCC1
O=C1CCCCC1,O=COC1CCCCC1
O=C1CCCCC1,CCCCCCC
O=C1CCCCC1,CC(C)CCC(C)C
O=C1CCCCC1,CCCCCC
O=C1CCCCC1,CCCCCC
O=C1CCCCC1,ClCCl
O=C1CCCCC1,C[N+](=O)[O-]
O=C1CCCCC1,ClC(Cl)(Cl)Cl
O=C1CCCCC1,ClC(Cl)Cl
O=C1CCCCC1,CCCCCCCC
O=C1CCCCC1,CC(C)C(C)C(C)C
O=C1CCCCC1,CC(C)CC(C)C
O=C1CCCCC1,CCCCC
O=C1CCCCC1,CCCCC
O=C1CCCCC1,CCCCl
O=C1CCCCC1,CCCCl
O=C1CCCCC1,CCCCl
O=C1CCCCC1,CC(C)(C)Cl
O=C1CCCCC1,C=CCCl
O=C1CCCCC1,C=CCCl
O=C1CCCCC1,C=CCCl
O=C1CCCCC1,Cc1ccccc1
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,O
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,O
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,O
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,O
O=[N+]([O-])C1CC=CCC1,C=CCCCC
O=[N+]([O-])C1CC=CCC1,C1CCCCC1
O=[N+]([O-])C1CC=CCC1,C1=CCCCC1
O=[N+]([O-])C1CC=CCC1,CCCCCC
C1=CCCCC1,CC1=CCC2CC1C2(C)C
C1=CCCCC1,C=C1CCC2CC1C2(C)C
C1=CCCCC1,C=C1CCC2CC1C2(C)C
C1CCCCCCC1,CCCCOCCCC
C1CCCCCCC1,CCCCOCCCC
C1CCCCCCC1,NCCCN
C1CCCCCCC1,NCCCN
CC1CCCC1c1ccccc1,O
CCCCC1CCCC1,O
CCC1CCCC1,O
CCC1CCCC1,O
CCCCCCC1CCCC1,O
CCCCCCC1CCCC1,O
CC(C)C1CCCC1,O
CC(C)C1CCCC1,O
CC1CCCC1,CC(C)=O
CC1CCCC1,CC(C)=O
CC1CCCC1,CC(C)=O
CC1CCCC1,O
CC1CCCC1,O
CC1CCCC1,O
C1CCCC1,CCOC(C)=O
C1CCCC1,COC(C)=O
C1CCCC1,COC(C)(C)C
C1CCCC1,COC(C)(C)C
C1CCCC1,CO
C1CCCC1,CO
C1CCCC1,O
C1CCCC1,O
C1CCCC1,O
OC1CCCC1,c1ccccc1
OC1CCCC1,CCCC
OC1CCCC1,C1CCCCC1
OC1CCCC1,CC1CCCC1
OC1CCCC1,C1CCCC1
OC1CCCC1,CCCCC
OC1CCCC1,CC(C)C
OC1CCCC1,CCC
O=C1CCCC1,C=CC(=C)C
O=C1CCCC1,C=CCCC
O=C1CCCC1,C#CCCC
O=C1CCCC1,CC=C(C)C
O=C1CCCC1,CCCCCC
O=C1CCCC1,CCCCC
CC1C=CCC1,C=CCCCC
CC1C=CCC1,CN1CCCC1=O
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C1CCCCCCC1
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C1CCCC1
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,CCCCCCC
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,CCCCCC
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,CCCCCCCC
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,CCCCC
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,O
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,O
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,O
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,O
C1C[C@@H]2[C@@H](CCCC2)CC1,c1ccccc1
C1C[C@@H]2[C@@H](CCCC2)CC1,C1CCCCC1
C1C[C@@H]2[C@@H](CCCC2)CC1,CCCCCCC
C1C[C@@H]2[C@@H](CCCC2)CC1,CCCCCC
C1C[C@@H]2[C@@H](CCCC2)CC1,CCCCC
C1C[C@H]2[C@@H](CCCC2)CC1,C1=CCCC=C1
C1C[C@H]2[C@@H](CCCC2)CC1,C=CCCCCC
C1C[C@H]2[C@@H](CCCC2)CC1,C#CCCCCC
C1C[C@H]2[C@@H](CCCC2)CC1,C=CCCCC
C1C[C@H]2[C@@H](CCCC2)CC1,C1CCCCC1
C1C[C@H]2[C@@H](CCCC2)CC1,C1=CCCCC1
C1C[C@H]2[C@@H](CCCC2)CC1,C1CCCC1
C1C[C@H]2[C@@H](CCCC2)CC1,CCCCCCC
C1C[C@H]2[C@@H](CCCC2)CC1,CCCCC
CCCCCCCCCCc1ccccc1,C=CCC
CCCCCCCCCCc1ccccc1,C=CCC
CCCCCCCCCCc1ccccc1,C=CCC
CCCCCCCCCCc1ccccc1,CCCC
CCCCCCCCCCc1ccccc1,CCCCCC
CCCCCCCCCCc1ccccc1,CCCCCC
CCCCCCCCCCc1ccccc1,CCCCCC
CCCCCCCCCCc1ccccc1,CCCCCC
CCCCCCCCCCc1ccccc1,CCCCC
CCCCCCCCCCc1ccccc1,CCCCC
CCCCCCCCCCc1ccccc1,CCCCC
CCCCCCCCCCc1ccccc1,CCCCC
CCCCCCCCCCc1ccccc1,CCC
CCCCCCCCCCc1ccccc1,CCC
CCCCCCCCCCc1ccccc1,CCC
CCCCCCCCCCc1ccccc1,CCC
CCCCCCCCCCc1ccccc1,C=C(C)C
CCCCCCCCCCc1ccccc1,C=C(C)C
CCCCCCCCCCc1ccccc1,C=C(C)C
CCCCCCCCCCc1ccccc1,C=CC
CCCCCCCCCCc1ccccc1,C=CC
CCCCCCCCCCc1ccccc1,C=CC
CCCCCCCCCCc1ccccc1,C=CC
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCCCO
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCCCO
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCCCO
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,C=CCCCCC
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,C=CCCCCC
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,C=CCCCCC
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,C=CCCCCC
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,C=CCCCC
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,C=CCCCC
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,C=CCCCC
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,C=CCCCCCC
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,C=CCCCCCC
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,C=CCCCCCC
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,C=CCCC
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,C=CCCC
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,C=CCCC
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,C=CCCC
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,C=CCCC
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCCO
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCCO
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCCO
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCCO
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCCO
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCC(C)=O
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCCCOC(C)=O
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCCCOC(C)=O
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCCCOC(C)=O
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCCCOC(C)=O
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCOC(C)=O
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCOC(C)=O
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCOC(C)=O
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCOC(C)=O
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,COC(C)=O
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,COC(C)=O
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,COC(C)=O
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,COC(C)=O
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,COC(C)=O
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCCOC(C)=O
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCCOC(C)=O
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCCOC(C)=O
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,CCc1ccccc1
