"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
35,732.4,1.0,1.0,+-0.01,+-0.05,+-0.0005,+-0.0005
35,671.37,0.898,0.988,+-0.01,+-0.05,+-0.0005,+-0.0005
35,586.14,0.766,0.973,+-0.01,+-0.05,+-0.0005,+-0.0005
35,553.44,0.694,0.964,+-0.01,+-0.05,+-0.0005,+-0.0005
35,517.9,0.63,0.956,+-0.01,+-0.05,+-0.0005,+-0.0005
35,431.66,0.494,0.935,+-0.01,+-0.05,+-0.0005,+-0.0005
35,375.75,0.392,0.915,+-0.01,+-0.05,+-0.0005,+-0.0005
35,316.93,0.306,0.89,+-0.01,+-0.05,+-0.0005,+-0.0005
35,225.56,0.185,0.826,+-0.01,+-0.05,+-0.0005,+-0.0005
35,191.08,0.14,0.782,+-0.01,+-0.05,+-0.0005,+-0.0005
35,46.78,0.0,0.0,+-0.01,+-0.05,+-0.0005,+-0.0005
