"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
308.15,32.937,0.0,0.0,+-0.02,+-0.007,,
308.15,33.617,0.0124,0.031,+-0.02,+-0.007,,
308.15,35.144,0.0396,0.098,+-0.02,+-0.007,,
308.15,37.634,0.0885,0.1975,+-0.02,+-0.007,,
308.15,39.471,0.1273,0.2636,+-0.02,+-0.007,,
308.15,40.567,0.1531,0.3027,+-0.02,+-0.007,,
308.15,43.43,0.2232,0.3969,+-0.02,+-0.007,,
308.15,45.047,0.266,0.4461,+-0.02,+-0.007,,
308.15,47.757,0.3421,0.5236,+-0.02,+-0.007,,
308.15,49.003,0.3793,0.5582,+-0.02,+-0.007,,
308.15,51.288,0.4534,0.6221,+-0.02,+-0.007,,
308.15,52.942,0.5077,0.6646,+-0.02,+-0.007,,
308.15,54.481,0.5624,0.7056,+-0.02,+-0.007,,
308.15,57.339,0.6656,0.7786,+-0.02,+-0.007,,
308.15,58.091,0.6956,0.799,+-0.02,+-0.007,,
308.15,60.844,0.8051,0.8714,+-0.02,+-0.007,,
308.15,63.116,0.8991,0.9326,+-0.02,+-0.007,,
308.15,64.749,0.9681,0.9781,+-0.02,+-0.007,,
308.15,65.461,1.0,1.0,+-0.02,+-0.007,,
