"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
40,21.5,0.0,,+-0.01,+-0.10,+-0.001,
40,36.25,0.121,,+-0.01,+-0.10,+-0.001,
40,43.65,0.194,,+-0.01,+-0.10,+-0.001,
40,52.2,0.298,,+-0.01,+-0.10,+-0.001,
40,57.64,0.366,,+-0.01,+-0.10,+-0.001,
40,60.52,0.406,,+-0.01,+-0.10,+-0.001,
40,63.89,0.456,,+-0.01,+-0.10,+-0.001,
40,71.49,0.574,,+-0.01,+-0.10,+-0.001,
40,76.64,0.661,,+-0.01,+-0.10,+-0.001,
40,81.28,0.738,,+-0.01,+-0.10,+-0.001,
40,86.5,0.824,,+-0.01,+-0.10,+-0.001,
40,97.22,1.0,,+-0.01,+-0.10,+-0.001,
