"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
-25,200,,0.774,+- 0.05,+- 3,,
-25,300,,0.832,+- 0.05,+- 3,,
-25,400,,0.879,+- 0.05,+- 3,,
-25,500,0.086,0.9,+- 0.05,+- 3,,
-25,800,0.138,,+- 0.05,+- 3,,
-25,1000,0.172,0.9265,+- 0.05,+- 3,,
-25,1200,0.211,0.9212,+- 0.05,+- 3,,
-25,1600,,0.9109,+- 0.05,+- 3,,
-25,1800,0.325,0.9078,+- 0.05,+- 3,,
-25,2000,0.363,0.89,+- 0.05,+- 3,,
