"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,32.71,0.162,0.882,+- 0.01,+- 0.007,+- 0.002,+- 0.002
323.15,34.41,0.173,0.885,+- 0.01,+- 0.007,+- 0.002,+- 0.002
323.15,35.72,0.176,0.886,+- 0.01,+- 0.007,+- 0.002,+- 0.002
323.15,36.64,0.204,0.896,+- 0.01,+- 0.007,+- 0.002,+- 0.002
323.15,39.42,0.231,0.905,+- 0.01,+- 0.007,+- 0.002,+- 0.002
323.15,44.03,0.335,0.921,+- 0.01,+- 0.007,+- 0.002,+- 0.002
323.15,46.22,0.383,0.925,+- 0.01,+- 0.007,+- 0.002,+- 0.002
323.15,48.59,0.475,0.934,+- 0.01,+- 0.007,+- 0.002,+- 0.002
323.15,51.11,0.595,0.94,+- 0.01,+- 0.007,+- 0.002,+- 0.002
323.15,53.51,0.821,0.944,+- 0.01,+- 0.007,+- 0.002,+- 0.002
323.15,54.56,0.907,0.951,+- 0.01,+- 0.007,+- 0.002,+- 0.002
323.15,54.17,1.0,1.0,+- 0.01,+- 0.007,+- 0.002,+- 0.002
