"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
298.15,45.1,0.0,,,,,
298.15,65.8,0.1022,,,,,
298.15,84.4,0.2033,,,,,
298.15,95.3,0.2757,,,,,
298.15,107.3,0.3646,,,,,
298.15,112.6,0.4085,,,,,
298.15,118.7,0.459,,,,,
298.15,122.8,0.5052,,,,,
298.15,126.4,0.5378,,,,,
298.15,129.6,0.5774,,,,,
298.15,135.2,0.6298,,,,,
298.15,140.5,0.718,,,,,
298.15,147.4,0.7875,,,,,
298.15,153.8,0.8832,,,,,
298.15,158.2,0.9538,,,,,
