"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
190.0,194,0.967,0.973,+-0.1,+-1.0,+-0.0025,+-0.0025
190.0,191,0.8814,0.9004,+-0.1,+-1.0,+-0.0025,+-0.0025
190.0,188,0.7968,0.8297,+-0.1,+-1.0,+-0.0025,+-0.0025
190.0,186,0.7182,0.7632,+-0.1,+-1.0,+-0.0025,+-0.0025
190.0,182,0.6282,0.6886,+-0.1,+-1.0,+-0.0025,+-0.0025
190.0,179,0.5416,0.6145,+-0.1,+-1.0,+-0.0025,+-0.0025
190.0,173,0.4227,0.5013,+-0.1,+-1.0,+-0.0025,+-0.0025
190.0,168,0.3321,0.4125,+-0.1,+-1.0,+-0.0025,+-0.0025
190.0,161,0.2268,0.2956,+-0.1,+-1.0,+-0.0025,+-0.0025
190.0,156,0.1714,0.2222,+-0.1,+-1.0,+-0.0025,+-0.0025
