"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
50,239.3,0.92,0.7,+-0.05,+-0.1,,
50,263.8,0.861,0.595,+-0.05,+-0.1,,
50,280.8,0.819,0.544,+-0.05,+-0.1,,
50,313.1,0.693,0.447,+-0.05,+-0.1,,
50,321.2,0.634,0.418,+-0.05,+-0.1,,
50,328.5,0.54,0.382,+-0.05,+-0.1,,
50,333.9,0.394,0.336,+-0.05,+-0.1,,
50,334.9,0.341,0.325,+-0.05,+-0.1,,
50,336.1,0.283,0.305,+-0.05,+-0.1,,
50,334.2,0.253,0.291,+-0.05,+-0.1,,
50,332.1,0.193,0.271,+-0.05,+-0.1,,
50,327.5,0.136,0.239,+-0.05,+-0.1,,
50,321.6,0.102,0.215,+-0.05,+-0.1,,
50,300.6,0.038,0.127,+-0.05,+-0.1,,
50,291.5,0.022,0.085,+-0.05,+-0.1,,
