"T, K","P, psi",X,Y,T Err,P Err,X Err,Y Err
325.0,4.69,0.0,0.0,,,,
325.0,20.0,0.015,0.776,,,,
325.0,40.0,0.0435,0.883,,,,
325.0,60.0,0.072,0.914,,,,
325.0,80.0,0.104,0.926,,,,
325.0,100.0,0.143,0.937,,,,
325.0,120.0,0.193,0.946,,,,
325.0,140.0,0.26,0.952,,,,
325.0,160.0,0.34,0.96,,,,
325.0,180.0,0.45,0.969,,,,
325.0,200.0,0.565,0.976,,,,
325.0,220.0,0.715,0.982,,,,
325.0,240.0,0.85,0.991,,,,
325.0,258.5,1.0,1.0,,,,
