"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
323.22,0.492,0.6698,,0.02,0.01,,
333.23,0.633,0.6698,,0.02,0.01,,
343.23,0.803,0.6698,,0.02,0.01,,
345.63,0.847,0.6698,,0.02,0.01,,
353.25,1.003,0.6698,,0.02,0.01,,
363.28,1.235,0.6698,,0.02,0.01,,
373.24,1.509,0.6698,,0.02,0.01,,
383.23,1.827,0.6698,,0.02,0.01,,
393.23,2.191,0.6698,,0.02,0.01,,
403.3,2.614,0.6698,,0.02,0.01,,
413.34,3.09,0.6698,,0.02,0.01,,
423.29,3.629,0.6698,,0.02,0.01,,
428.32,3.925,0.6698,,0.02,0.01,,
433.28,4.233,0.6698,,0.02,0.01,,
435.3,4.359,0.6698,,0.02,0.01,,
437.29,4.477,0.6698,,0.02,0.01,,
438.4,4.523,0.6698,,0.02,0.01,,
