"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
44.0,180,0.99,0.91,0.05,2,0.2%,0.2%
39.0,180,0.952,0.702,0.05,2,0.2%,0.2%
39.0,180,0.907,0.676,0.05,2,0.2%,0.2%
38.5,180,0.848,0.643,0.05,2,0.2%,0.2%
37.5,180,0.78,0.625,0.05,2,0.2%,0.2%
37.5,180,0.698,0.668,0.05,2,0.2%,0.2%
38.0,180,0.637,0.632,0.05,2,0.2%,0.2%
36.6,180,0.557,0.614,0.05,2,0.2%,0.2%
36.3,180,0.587,0.63,0.05,2,0.2%,0.2%
38.5,180,0.125,0.544,0.05,2,0.2%,0.2%
37.0,180,0.255,0.615,0.05,2,0.2%,0.2%
37.0,180,0.37,0.593,0.05,2,0.2%,0.2%
37.3,180,0.405,0.593,0.05,2,0.2%,0.2%
38.0,180,0.532,0.595,0.05,2,0.2%,0.2%
38.0,180,0.327,0.58,0.05,2,0.2%,0.2%
38.5,180,0.21,0.559,0.05,2,0.2%,0.2%
41.0,180,0.083,0.473,0.05,2,0.2%,0.2%
