"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
109.8,760,0.016,0.036,,+-0.2,,
107.6,760,0.06,0.132,,+-0.2,,
105.3,760,0.109,0.228,,+-0.2,,
103.1,760,0.159,0.313,,+-0.2,,
101.0,760,0.207,0.387,,+-0.2,,
98.9,760,0.258,0.458,,+-0.2,,
97.0,760,0.308,0.521,,+-0.2,,
95.0,760,0.361,0.583,,+-0.2,,
93.5,760,0.401,0.626,,+-0.2,,
93.1,760,0.414,0.64,,+-0.2,,
91.2,760,0.468,0.688,,+-0.2,,
88.9,760,0.54,0.749,,+-0.2,,
86.8,760,0.61,0.801,,+-0.2,,
84.7,760,0.683,0.849,,+-0.2,,
82.7,760,0.757,0.89,,+-0.2,,
80.9,760,0.828,0.927,,+-0.2,,
79.0,760,0.905,0.961,,+-0.2,,
77.3,760,0.978,0.991,,+-0.2,,
