"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
137.0,760,0.018,0.058,,+-0.2,,
131.9,760,0.065,0.219,,+-0.2,,
126.8,760,0.114,0.356,,+-0.2,,
122.0,760,0.164,0.465,,+-0.2,,
118.1,760,0.208,0.552,,+-0.2,,
113.9,760,0.258,0.626,,+-0.2,,
110.2,760,0.306,0.687,,+-0.2,,
106.4,760,0.357,0.739,,+-0.2,,
102.8,760,0.412,0.788,,+-0.2,,
102.3,760,0.419,0.796,,+-0.2,,
98.1,760,0.488,0.843,,+-0.2,,
94.1,760,0.562,0.88,,+-0.2,,
90.6,760,0.635,0.911,,+-0.2,,
87.5,760,0.704,0.935,,+-0.2,,
84.6,760,0.775,0.955,,+-0.2,,
82.1,760,0.843,0.971,,+-0.2,,
79.7,760,0.911,0.984,,+-0.2,,
77.5,760,0.977,0.996,,+-0.2,,
