"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
421.56,1.329,0.099,,+-0.05,+-0.01,0.001,
431.48,1.669,0.099,,+-0.05,+-0.01,0.001,
441.01,2.049,0.099,,+-0.05,+-0.01,0.001,
450.52,2.5,0.099,,+-0.05,+-0.01,0.001,
462.61,3.179,0.099,,+-0.05,+-0.01,0.001,
472.03,3.8,0.099,,+-0.05,+-0.01,0.001,
481.25,4.489,0.099,,+-0.05,+-0.01,0.001,
491.27,5.389,0.099,,+-0.05,+-0.01,0.001,
501.03,6.274,0.099,,+-0.05,+-0.01,0.001,
510.56,7.278,0.099,,+-0.05,+-0.01,0.001,
513.3,7.543,0.099,,+-0.05,+-0.01,0.001,
513.8,7.54,0.099,,+-0.05,+-0.01,0.001,
