"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
48.77,300,0.0,0.0,,,,
43.95,300,0.051,0.202,,,,
40.58,300,0.112,0.33,,,,
38.6,300,0.166,0.4015,,,,
36.8,300,0.2345,0.47,,,,
35.46,300,0.311,0.5275,,,,
34.33,300,0.3825,0.5745,,,,
34.2,300,0.399,0.5755,,,,
33.36,300,0.4935,0.637,,,,
33.33,300,0.485,0.6305,,,,
33.18,300,0.515,0.643,,,,
32.74,300,0.563,0.6785,,,,
32.21,300,0.6555,0.7335,,,,
31.89,300,0.701,0.7565,,,,
31.9,300,0.7165,0.767,,,,
31.53,300,0.7675,0.803,,,,
31.52,300,0.788,0.819,,,,
31.33,300,0.865,0.876,,,,
31.28,300,0.9085,0.9135,,,,
31.27,300,0.934,0.936,,,,
31.27,300,0.947,0.947,,,,
31.24,300,0.951,0.9515,,,,
31.25,300,0.955,0.9555,,,,
31.22,300,0.9585,0.9585,,,,
31.25,300,0.9615,0.9615,,,,
31.2,300,0.968,0.968,,,,
31.23,300,0.9795,0.979,,,,
31.25,300,0.994,0.994,,,,
31.29,300,1.0,1.0,,,,
