"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
110.62,760,0.0,0.0,+-0.2,+-0.1,+-0.004,+-0.004
110.75,760,0.025,0.048,+-0.2,+-0.1,+-0.004,+-0.004
108.6,760,0.062,0.107,+-0.2,+-0.1,+-0.004,+-0.004
106.8,760,0.129,0.205,+-0.2,+-0.1,+-0.004,+-0.004
105.65,760,0.185,0.275,+-0.2,+-0.1,+-0.004,+-0.004
104.8,760,0.235,0.333,+-0.2,+-0.1,+-0.004,+-0.004
104.5,760,0.25,0.349,+-0.2,+-0.1,+-0.004,+-0.004
103.83,760,0.286,0.396,+-0.2,+-0.1,+-0.004,+-0.004
102.95,760,0.354,0.454,+-0.2,+-0.1,+-0.004,+-0.004
102.25,760,0.412,0.504,+-0.2,+-0.1,+-0.004,+-0.004
101.78,760,0.448,0.541,+-0.2,+-0.1,+-0.004,+-0.004
101.72,760,0.455,0.54,+-0.2,+-0.1,+-0.004,+-0.004
101.35,760,0.497,0.577,+-0.2,+-0.1,+-0.004,+-0.004
100.7,760,0.568,0.637,+-0.2,+-0.1,+-0.004,+-0.004
100.6,760,0.58,0.647,+-0.2,+-0.1,+-0.004,+-0.004
99.73,760,0.692,0.742,+-0.2,+-0.1,+-0.004,+-0.004
98.9,760,0.843,0.864,+-0.2,+-0.1,+-0.004,+-0.004
98.5,760,0.94,0.948,+-0.2,+-0.1,+-0.004,+-0.004
98.4,760,0.975,0.976,+-0.2,+-0.1,+-0.004,+-0.004
98.33,760,0.994,0.993,+-0.2,+-0.1,+-0.004,+-0.004
98.3,760,1.0,1.0,+-0.2,+-0.1,+-0.004,+-0.004
