"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
433.5,202.0,0.624,,+-0.7,+-1,,
430.8,190.5,0.624,,+-0.7,+-1,,
428.4,179.5,0.624,,+-0.7,+-1,,
426.0,168.0,0.624,,+-0.7,+-1,,
423.5,155.5,0.624,,+-0.7,+-1,,
419.6,130.0,0.624,,+-0.7,+-1,,
418.7,120.0,0.624,,+-0.7,+-1,,
418.2,105.0,0.624,,+-0.7,+-1,,
418.4,102.0,0.624,,+-0.7,+-1,,
419.1,92.0,0.624,,+-0.7,+-1,,
421.7,78.0,0.624,,+-0.7,+-1,,
428.1,65.0,0.624,,+-0.7,+-1,,
434.1,58.0,0.624,,+-0.7,+-1,,
450.8,47.5,0.624,,+-0.7,+-1,,
464.8,42.5,0.624,,+-0.7,+-1,,
