"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
312.62,2.55,1.0,,,,,
312.62,16.7,0.964,,,,,
312.62,28.69,0.926,,,,,
312.62,50.59,0.835,,,,,
312.62,54.42,0.817,,,,,
312.62,65.45,0.769,,,,,
312.62,80.65,0.691,,,,,
312.62,87.02,0.658,,,,,
312.62,99.12,0.603,,,,,
312.62,117.1,0.519,,,,,
312.62,118.52,0.512,,,,,
312.62,121.4,0.499,,,,,
312.62,127.42,0.472,,,,,
312.62,132.04,0.458,,,,,
312.62,159.47,0.352,,,,,
312.62,207.82,0.186,,,,,
312.62,224.17,0.129,,,,,
312.62,259.66,0.0,,,,,
