"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
359.7,1,0.108,0.4031,,,,
351.5,1,0.2417,0.6336,,,,
345.8,1,0.3555,0.7432,,,,
341.65,1,0.4742,0.8176,,,,
338.15,1,0.6074,0.8774,,,,
336.0,1,0.7129,0.9151,,,,
