"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
280,185.6,0.0,0.0,0.03,0.2,,
280,200.0,0.0118,0.0662,0.03,0.2,,
280,300.0,0.0897,0.3452,0.03,0.2,,
280,400.0,0.163,0.485,0.03,0.2,,
280,500.0,0.2326,0.5698,0.03,0.2,,
280,600.0,0.3003,0.6292,0.03,0.2,,
280,700.0,0.3655,0.6709,0.03,0.2,,
280,800.0,0.4294,0.7018,0.03,0.2,,
280,900.0,0.491,0.723,0.03,0.2,,
280,1000.0,0.551,0.7356,0.03,0.2,,
280,1100.0,0.6108,0.742,0.03,0.2,,
280,1200.0,0.68,0.749,0.03,0.2,,
280,1245.0,0.726,0.726,0.03,0.2,,
280,1246.0,,0.735,0.03,0.2,,
280,1224.0,,0.75,0.03,0.2,,
