"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
333.25,0.598,0.8114,,0.02,0.01,,
343.2,0.75,0.8114,,0.02,0.01,,
353.26,0.93,0.8114,,0.02,0.01,,
363.26,1.136,0.8114,,0.02,0.01,,
373.28,1.374,0.8114,,0.02,0.01,,
383.27,1.64,0.8114,,0.02,0.01,,
393.27,1.945,0.8114,,0.02,0.01,,
403.36,2.288,0.8114,,0.02,0.01,,
413.37,2.671,0.8114,,0.02,0.01,,
423.36,3.097,0.8114,,0.02,0.01,,
433.33,3.561,0.8114,,0.02,0.01,,
443.4,4.053,0.8114,,0.02,0.01,,
448.33,4.246,0.8114,,0.02,0.01,,
449.06,4.261,0.8114,,0.02,0.01,,
