"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,18.177,0.0472,0.3375,+-0.02,0.004,0.0005,0.0005
313.15,19.581,0.1034,0.3959,+-0.02,0.004,0.0005,0.0005
313.15,20.612,0.2059,0.4398,+-0.02,0.004,0.0005,0.0005
313.15,20.869,0.2546,0.4545,+-0.02,0.004,0.0005,0.0005
313.15,21.11,0.3282,0.4724,+-0.02,0.004,0.0005,0.0005
313.15,21.294,0.4457,0.4945,+-0.02,0.004,0.0005,0.0005
313.15,21.302,0.4537,0.4959,+-0.02,0.004,0.0005,0.0005
313.15,21.297,0.4567,0.4964,+-0.02,0.004,0.0005,0.0005
313.15,21.315,0.5264,0.5088,+-0.02,0.004,0.0005,0.0005
313.15,21.312,0.5476,0.5128,+-0.02,0.004,0.0005,0.0005
313.15,21.307,0.5582,0.5149,+-0.02,0.004,0.0005,0.0005
313.15,21.287,0.5671,0.5167,+-0.02,0.004,0.0005,0.0005
313.15,21.144,0.6558,0.5374,+-0.02,0.004,0.0005,0.0005
313.15,21.086,0.6752,0.5429,+-0.02,0.004,0.0005,0.0005
313.15,21.002,0.6996,0.5505,+-0.02,0.004,0.0005,0.0005
313.15,20.734,0.7513,0.5697,+-0.02,0.004,0.0005,0.0005
313.15,20.323,0.8031,0.5959,+-0.02,0.004,0.0005,0.0005
313.15,19.972,0.831,0.6146,+-0.02,0.004,0.0005,0.0005
313.15,18.69,0.8957,0.681,+-0.02,0.004,0.0005,0.0005
313.15,18.688,0.8957,0.681,+-0.02,0.004,0.0005,0.0005
313.15,17.036,0.9453,0.7763,+-0.02,0.004,0.0005,0.0005
313.15,15.532,0.9753,0.8743,+-0.02,0.004,0.0005,0.0005
