"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
318.15,31.53,0.0,,+- 0.005,+- 0.02%,,
318.15,31.12,0.0453,,+- 0.005,+- 0.02%,,
318.15,30.46,0.1145,,+- 0.005,+- 0.02%,,
318.15,30.16,0.1448,,+- 0.005,+- 0.02%,,
318.15,29.31,0.2258,,+- 0.005,+- 0.02%,,
318.15,28.37,0.3094,,+- 0.005,+- 0.02%,,
318.15,27.27,0.3988,,+- 0.005,+- 0.02%,,
318.15,25.43,0.5258,,+- 0.005,+- 0.02%,,
318.15,23.54,0.642,,+- 0.005,+- 0.02%,,
318.15,21.43,0.7543,,+- 0.005,+- 0.02%,,
318.15,20.49,0.799,,+- 0.005,+- 0.02%,,
318.15,19.3,0.8522,,+- 0.005,+- 0.02%,,
318.15,17.72,0.9148,,+- 0.005,+- 0.02%,,
318.15,16.39,0.9635,,+- 0.005,+- 0.02%,,
318.15,15.3,1.0,,+- 0.005,+- 0.02%,,
