"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
108.15,723.5,0.069,0.316,,,,
106.8,726.4,0.085,0.366,,,,
104.35,726.7,0.11,0.44,,,,
103.4,724.6,0.12,0.462,,,,
101.95,725.2,0.138,0.498,,,,
101.7,727.0,0.143,0.508,,,,
100.0,725.1,0.163,0.547,,,,
99.4,726.9,0.175,0.568,,,,
98.5,725.4,0.185,0.585,,,,
97.35,727.0,0.206,0.613,,,,
96.3,727.1,0.224,0.636,,,,
94.55,725.5,0.256,0.67,,,,
92.2,723.9,0.315,0.718,,,,
90.35,726.0,0.373,0.758,,,,
88.9,724.0,0.424,0.784,,,,
87.9,727.3,0.468,0.806,,,,
86.4,725.5,0.543,0.83,,,,
85.3,727.8,0.621,0.856,,,,
84.4,724.1,0.692,0.879,,,,
83.9,728.1,0.754,0.897,,,,
83.55,726.3,0.808,0.909,,,,
82.95,726.7,0.846,0.922,,,,
82.55,724.7,0.898,0.94,,,,
82.2,726.5,0.938,0.958,,,,
81.8,724.7,0.974,0.981,,,,
