"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
68.8,760,0.026,0.023,,+-0.2,,
68.9,760,0.081,0.071,,+-0.2,,
69.0,760,0.14,0.125,,+-0.2,,
69.2,760,0.203,0.179,,+-0.2,,
69.4,760,0.264,0.233,,+-0.2,,
69.6,760,0.325,0.286,,+-0.2,,
69.9,760,0.385,0.338,,+-0.2,,
70.3,760,0.448,0.394,,+-0.2,,
70.7,760,0.509,0.448,,+-0.2,,
70.7,760,0.516,0.455,,+-0.2,,
71.1,760,0.57,0.505,,+-0.2,,
71.6,760,0.631,0.562,,+-0.2,,
72.2,760,0.691,0.622,,+-0.2,,
72.9,760,0.748,0.681,,+-0.2,,
73.6,760,0.807,0.745,,+-0.2,,
74.4,760,0.865,0.812,,+-0.2,,
75.4,760,0.925,0.888,,+-0.2,,
76.4,760,0.982,0.972,,+-0.2,,
