"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
45.85,760,0.0279,0.1052,+-0.1,+-1,+-0.5%,+-0.5%
44.8,760,0.0416,0.1504,+-0.1,+-1,+-0.5%,+-0.5%
42.35,760,0.0662,0.2333,+-0.1,+-1,+-0.5%,+-0.5%
40.2,760,0.0971,0.3127,+-0.1,+-1,+-0.5%,+-0.5%
39.1,760,0.1106,0.3467,+-0.1,+-1,+-0.5%,+-0.5%
35.8,760,0.1462,0.43,+-0.1,+-1,+-0.5%,+-0.5%
32.8,760,0.1877,0.5076,+-0.1,+-1,+-0.5%,+-0.5%
26.6,760,0.2962,0.658,+-0.1,+-1,+-0.5%,+-0.5%
23.7,760,0.3614,0.7157,+-0.1,+-1,+-0.5%,+-0.5%
21.0,760,0.4425,0.7697,+-0.1,+-1,+-0.5%,+-0.5%
17.55,760,0.4972,0.8203,+-0.1,+-1,+-0.5%,+-0.5%
17.5,760,0.5133,0.8279,+-0.1,+-1,+-0.5%,+-0.5%
14.75,760,0.5872,0.8635,+-0.1,+-1,+-0.5%,+-0.5%
11.25,760,0.6944,0.9177,+-0.1,+-1,+-0.5%,+-0.5%
9.2,760,0.7705,0.9441,+-0.1,+-1,+-0.5%,+-0.5%
8.3,760,0.8207,0.9594,+-0.1,+-1,+-0.5%,+-0.5%
7.1,760,0.8818,0.9744,+-0.1,+-1,+-0.5%,+-0.5%
