"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.16,1.674,0.4988,,0.02,0.005,0.001,0.001
283.2,1.874,0.4988,,0.02,0.005,0.001,0.001
293.09,2.289,0.4988,,0.02,0.005,0.001,0.001
303.12,2.769,0.4988,,0.02,0.005,0.001,0.001
313.04,3.274,0.4988,,0.02,0.005,0.001,0.001
323.22,3.829,0.4988,,0.02,0.005,0.001,0.001
333.04,4.409,0.4988,,0.02,0.005,0.001,0.001
343.15,5.024,0.4988,,0.02,0.005,0.001,0.001
353.17,5.594,0.4988,,0.02,0.005,0.001,0.001
363.63,6.229,0.4988,,0.02,0.005,0.001,0.001
373.65,6.839,0.4988,,0.02,0.005,0.001,0.001
383.76,7.429,0.4988,,0.02,0.005,0.001,0.001
393.73,8.004,0.4988,,0.02,0.005,0.001,0.001
403.67,8.545,0.4988,,0.02,0.005,0.001,0.001
413.71,9.055,0.4988,,0.02,0.005,0.001,0.001
423.71,9.52,0.4988,,0.02,0.005,0.001,0.001
433.7,9.93,0.4988,,0.02,0.005,0.001,0.001
443.68,10.285,0.4988,,0.02,0.005,0.001,0.001
453.6,10.565,0.4988,,0.02,0.005,0.001,0.001
463.53,10.735,0.4988,,0.02,0.005,0.001,0.001
473.42,10.77,0.4988,,0.02,0.005,0.001,0.001
483.32,10.622,0.4988,,0.02,0.005,0.001,0.001
493.14,10.162,0.4988,,0.02,0.005,0.001,0.001
502.96,9.343,0.4988,,0.02,0.005,0.001,0.001
