"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
358.15,36.78,0.0,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,45.68,0.0395,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,47.04,0.047,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,54.9,0.0942,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,59.02,0.1226,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,64.33,0.1716,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,67.75,0.2095,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,71.78,0.2688,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,72.43,0.2813,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,74.01,0.3148,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,77.23,0.4332,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,78.06,0.4995,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,78.33,0.5175,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,78.43,0.536,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,78.54,0.604,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,78.55,0.6373,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,78.7,0.647,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,78.57,0.691,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,78.42,0.8245,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,76.99,0.8865,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,72.42,0.9456,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,61.74,0.9905,,+-0.05,0.05,+-0.0005,+-0.0005
358.15,57.03,1.0,,+-0.05,0.05,+-0.0005,+-0.0005
