"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
50,500.3,0.064,0.04,+-0.05,,,
50,482.0,0.134,0.089,+-0.05,,,
50,472.1,0.178,0.131,+-0.05,,,
50,455.6,0.258,0.22,+-0.05,,,
50,450.1,0.314,0.308,+-0.05,,,
50,449.1,0.356,0.354,+-0.05,,,
50,450.6,0.394,0.405,+-0.05,,,
50,453.8,0.438,0.47,+-0.05,,,
50,458.1,0.477,0.526,+-0.05,,,
50,465.3,0.525,0.584,+-0.05,,,
50,483.6,0.612,0.698,+-0.05,,,
50,508.0,0.707,0.796,+-0.05,,,
50,512.8,0.726,0.814,+-0.05,,,
50,518.0,0.747,0.835,+-0.05,,,
50,535.2,0.815,0.886,+-0.05,,,
50,571.9,0.935,0.966,+-0.05,,,
