"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
175.1,250,0.929,0.951,+-0.3,,,
175.0,250,0.843,0.877,+-0.3,,,
178.9,250,0.726,0.788,+-0.3,,,
180.0,250,0.691,0.757,+-0.3,,,
183.2,250,0.618,0.704,+-0.3,,,
186.1,250,0.543,0.63,+-0.3,,,
188.9,250,0.446,0.545,+-0.3,,,
191.5,250,0.364,0.459,+-0.3,,,
193.1,250,0.331,0.418,+-0.3,,,
194.0,250,0.292,0.385,+-0.3,,,
197.5,250,0.198,0.275,+-0.3,,,
199.5,250,0.132,0.194,+-0.3,,,
203.5,250,0.019,0.029,+-0.3,,,
