"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
76.1,760,0.985,0.908,+-0.1,+-0.5,+-0.2%,+-0.2%
73.65,760,0.965,0.815,+-0.1,+-0.5,+-0.2%,+-0.2%
67.0,760,0.898,0.593,+-0.1,+-0.5,+-0.2%,+-0.2%
64.6,760,0.857,0.519,+-0.1,+-0.5,+-0.2%,+-0.2%
62.8,760,0.8,0.46,+-0.1,+-0.5,+-0.2%,+-0.2%
61.2,760,0.713,0.413,+-0.1,+-0.5,+-0.2%,+-0.2%
60.3,760,0.58,0.382,+-0.1,+-0.5,+-0.2%,+-0.2%
60.1,760,0.467,0.361,+-0.1,+-0.5,+-0.2%,+-0.2%
60.05,760,0.348,0.35,+-0.1,+-0.5,+-0.2%,+-0.2%
60.3,760,0.216,0.332,+-0.1,+-0.5,+-0.2%,+-0.2%
61.25,760,0.085,0.295,+-0.1,+-0.5,+-0.2%,+-0.2%
63.7,760,0.03,0.222,+-0.1,+-0.5,+-0.2%,+-0.2%
66.3,760,0.015,0.15,+-0.1,+-0.5,+-0.2%,+-0.2%
