"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
337.55,6.66,0.0,0.0,0.1,0.01,0.001,0.001
337.15,6.66,0.049,0.065,0.1,0.01,0.001,0.001
336.65,6.66,0.099,0.132,0.1,0.01,0.001,0.001
335.95,6.66,0.177,0.231,0.1,0.01,0.001,0.001
335.35,6.66,0.256,0.319,0.1,0.01,0.001,0.001
334.75,6.66,0.342,0.413,0.1,0.01,0.001,0.001
334.15,6.66,0.417,0.496,0.1,0.01,0.001,0.001
333.55,6.66,0.495,0.576,0.1,0.01,0.001,0.001
332.95,6.66,0.571,0.649,0.1,0.01,0.001,0.001
332.45,6.66,0.65,0.713,0.1,0.01,0.001,0.001
331.95,6.66,0.729,0.788,0.1,0.01,0.001,0.001
331.35,6.66,0.81,0.853,0.1,0.01,0.001,0.001
330.85,6.66,0.895,0.921,0.1,0.01,0.001,0.001
330.55,6.66,0.948,0.962,0.1,0.01,0.001,0.001
330.4,6.66,1.0,1.0,0.1,0.01,0.001,0.001
