"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
15.0,41.0,0.301,,+-0.1,+-0.3,,
15.0,41.3,0.264,,+-0.1,+-0.3,,
15.0,41.8,0.258,,+-0.1,+-0.3,,
15.0,43.0,0.218,,+-0.1,+-0.3,,
15.0,44.0,0.195,,+-0.1,+-0.3,,
15.0,44.8,0.159,,+-0.1,+-0.3,,
15.0,47.0,0.122,,+-0.1,+-0.3,,
15.0,47.2,0.12,,+-0.1,+-0.3,,
15.0,48.3,0.1,,+-0.1,+-0.3,,
15.0,49.0,0.064,,+-0.1,+-0.3,,
15.0,51.0,0.017,,+-0.1,+-0.3,,
15.0,51.5,,0.011,+-0.1,+-0.3,,
