"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
355.65,40.0,0.0272,0.1138,0.01,0.1,0.0001,0.0001
355.02,40.0,0.0345,0.1432,0.01,0.1,0.0001,0.0001
353.14,40.0,0.0615,0.2363,0.01,0.1,0.0001,0.0001
350.45,40.0,0.1074,0.3531,0.01,0.1,0.0001,0.0001
347.79,40.0,0.1653,0.4576,0.01,0.1,0.0001,0.0001
345.82,40.0,0.2221,0.5353,0.01,0.1,0.0001,0.0001
343.8,40.0,0.3087,0.5999,0.01,0.1,0.0001,0.0001
341.59,40.0,0.4464,0.6744,0.01,0.1,0.0001,0.0001
340.59,40.0,0.5488,0.711,0.01,0.1,0.0001,0.0001
340.19,40.0,0.6334,0.7374,0.01,0.1,0.0001,0.0001
339.91,40.0,0.7206,0.7646,0.01,0.1,0.0001,0.0001
339.8,40.0,0.7838,0.7876,0.01,0.1,0.0001,0.0001
340.0,40.0,0.8772,0.8362,0.01,0.1,0.0001,0.0001
341.38,40.0,0.9777,0.9511,0.01,0.1,0.0001,0.0001
