"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
298.15,24.49,0.04,0.195,,,,
298.15,24.92,0.06,0.209,,,,
298.15,25.22,0.08,0.22,,,,
298.15,25.23,0.1,0.226,,,,
298.15,25.66,0.13,0.235,,,,
298.15,25.51,0.2,0.246,,,,
298.15,25.61,0.301,0.254,,,,
298.15,25.54,0.4,0.259,,,,
298.15,25.6,0.501,0.265,,,,
298.15,25.33,0.6,0.272,,,,
298.15,24.74,0.7,0.283,,,,
298.15,23.32,0.8,0.307,,,,
298.15,21.44,0.86,0.342,,,,
298.15,19.69,0.9,0.377,,,,
298.15,18.15,0.92,0.412,,,,
298.15,16.8,0.94,0.451,,,,
298.15,14.88,0.96,0.517,,,,
