"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
29.3,32.33,0.005,0.077,+-0.05,,+-0.1%,+-0.1%
29.3,32.98,0.013,0.1,+-0.05,,+-0.1%,+-0.1%
29.3,33.06,0.031,0.115,+-0.05,,+-0.1%,+-0.1%
29.3,33.09,0.043,0.116,+-0.05,,+-0.1%,+-0.1%
29.3,33.15,0.047,0.116,+-0.05,,+-0.1%,+-0.1%
29.3,33.19,0.069,0.116,+-0.05,,+-0.1%,+-0.1%
29.3,33.23,0.096,0.117,+-0.05,,+-0.1%,+-0.1%
29.3,33.27,0.109,0.117,+-0.05,,+-0.1%,+-0.1%
29.3,33.3,0.115,0.117,+-0.05,,+-0.1%,+-0.1%
29.3,33.15,0.145,0.117,+-0.05,,+-0.1%,+-0.1%
29.3,33.11,0.23,0.121,+-0.05,,+-0.1%,+-0.1%
29.3,32.79,0.319,0.129,+-0.05,,+-0.1%,+-0.1%
29.3,32.6,0.405,0.135,+-0.05,,+-0.1%,+-0.1%
29.3,31.65,0.508,0.154,+-0.05,,+-0.1%,+-0.1%
29.3,30.34,0.624,0.165,+-0.05,,+-0.1%,+-0.1%
29.3,28.72,0.701,0.202,+-0.05,,+-0.1%,+-0.1%
29.3,23.8,0.852,0.34,+-0.05,,+-0.1%,+-0.1%
