"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
79.8,760,0.077,0.096,,,,
79.5,760,0.096,0.118,,,,
79.25,760,0.118,0.145,,,,
79.05,760,0.145,0.176,,,,
78.85,760,0.176,0.208,,,,
78.7,760,0.208,0.243,,,,
78.5,760,0.245,0.28,,,,
78.25,760,0.28,0.314,,,,
78.1,760,0.314,0.346,,,,
77.95,760,0.346,0.375,,,,
77.85,760,0.375,0.402,,,,
77.75,760,0.402,0.426,,,,
77.6,760,0.507,0.512,,,,
77.6,760,0.512,0.516,,,,
77.6,760,0.516,0.519,,,,
77.55,760,0.519,0.522,,,,
77.55,760,0.522,0.524,,,,
77.55,760,0.524,0.526,,,,
77.65,760,0.628,0.612,,,,
77.7,760,0.645,0.628,,,,
77.75,760,0.663,0.645,,,,
77.8,760,0.685,0.663,,,,
77.9,760,0.712,0.685,,,,
78.0,760,0.742,0.712,,,,
78.05,760,0.775,0.744,,,,
78.3,760,0.806,0.775,,,,
78.55,760,0.836,0.806,,,,
78.8,760,0.865,0.836,,,,
79.05,760,0.892,0.865,,,,
79.25,760,0.916,0.892,,,,
