"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
298.15,12.6833,0.0,0.0,+-0.01,+-0.001,,
298.15,12.7493,0.0614,0.0542,+-0.01,+-0.001,,
298.15,12.8506,0.1205,0.0634,+-0.01,+-0.001,,
298.15,12.7242,0.2156,0.0636,+-0.01,+-0.001,,
298.15,12.7619,0.3294,0.0655,+-0.01,+-0.001,,
298.15,12.5205,0.4196,0.0715,+-0.01,+-0.001,,
298.15,11.62,0.503,0.0897,+-0.01,+-0.001,,
298.15,10.0799,0.6475,0.105,+-0.01,+-0.001,,
298.15,9.6413,0.6954,0.1158,+-0.01,+-0.001,,
298.15,8.4999,0.7671,0.1365,+-0.01,+-0.001,,
298.15,7.3187,0.8358,0.1667,+-0.01,+-0.001,,
298.15,4.1134,0.946,0.3165,+-0.01,+-0.001,,
298.15,1.3699,1.0,1.0,+-0.01,+-0.001,,
