"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
368.15,10.973,0.0,0.0,,0.1,,
368.15,16.785,0.068,0.405,,0.1,,
368.15,20.483,0.12,0.525,,0.1,,
368.15,25.452,0.211,0.655,,0.1,,
368.15,29.62,0.314,0.735,,0.1,,
368.15,31.147,0.361,0.757,,0.1,,
368.15,32.708,0.419,0.781,,0.1,,
368.15,32.895,0.422,0.782,,0.1,,
368.15,33.908,0.466,0.796,,0.1,,
368.15,34.27,0.489,0.811,,0.1,,
368.15,36.243,0.578,0.832,,0.1,,
368.15,37.133,0.631,0.844,,0.1,,
368.15,38.593,0.713,0.869,,0.1,,
368.15,39.55,0.784,0.891,,0.1,,
368.15,39.882,0.8,0.9,,0.1,,
368.15,40.755,0.859,0.922,,0.1,,
368.15,41.572,0.928,0.952,,0.1,,
368.15,42.41,1.0,1.0,,0.1,,
