"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
328.15,25.447,0.0445,0.1284,+-0.01,,,
328.15,28.132,0.096,0.2532,+-0.01,,,
328.15,32.069,0.1693,0.3945,+-0.01,,,
328.15,33.425,0.1948,0.4364,+-0.01,,,
328.15,37.212,0.2662,0.5363,+-0.01,,,
328.15,39.505,0.308,0.5873,+-0.01,,,
328.15,41.411,0.3441,0.6274,+-0.01,,,
328.15,44.647,0.4033,0.6859,+-0.01,,,
328.15,44.692,0.4043,0.6864,+-0.01,,,
328.15,47.688,0.4611,0.7321,+-0.01,,,
328.15,47.82,0.4637,0.7344,+-0.01,,,
328.15,49.651,0.4969,0.7601,+-0.01,,,
328.15,49.587,0.5009,0.7625,+-0.01,,,
328.15,52.218,0.5444,0.7917,+-0.01,,,
328.15,55.542,0.6032,0.8307,+-0.01,,,
328.15,58.553,0.6582,0.8615,+-0.01,,,
328.15,61.73,0.7163,0.891,+-0.01,,,
328.15,63.847,0.7544,0.9086,+-0.01,,,
328.15,66.7,0.8061,0.9305,+-0.01,,,
328.15,69.696,0.8597,0.9521,+-0.01,,,
328.15,72.035,0.9023,0.9675,+-0.01,,,
328.15,74.311,0.9429,0.981,+-0.01,,,
