"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
405.0,5.071,0.0,0.0,0.002,+-0.003,+-0.002,+-0.002
405.0,4.86,0.0769,0.0598,0.002,+-0.003,+-0.002,+-0.002
405.0,4.548,0.2093,0.1776,0.002,+-0.003,+-0.002,+-0.002
405.0,4.379,0.2962,0.2826,0.002,+-0.003,+-0.002,+-0.002
405.0,4.286,0.3995,0.4036,0.002,+-0.003,+-0.002,+-0.002
405.0,4.3,0.5084,0.5295,0.002,+-0.003,+-0.002,+-0.002
405.0,4.494,0.6576,0.6885,0.002,+-0.003,+-0.002,+-0.002
405.0,4.609,0.7051,0.7425,0.002,+-0.003,+-0.002,+-0.002
405.0,4.858,0.7909,0.8226,0.002,+-0.003,+-0.002,+-0.002
405.0,5.025,0.8414,0.8626,0.002,+-0.003,+-0.002,+-0.002
405.0,5.279,0.9019,0.9117,0.002,+-0.003,+-0.002,+-0.002
405.0,5.361,0.9228,0.9302,0.002,+-0.003,+-0.002,+-0.002
405.0,5.425,0.943,0.943,0.002,+-0.003,+-0.002,+-0.002
