"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
70,302.87,0.0,0.0,,,,
70,372.62,0.0911,0.2485,,,,
70,429.28,0.1979,0.4174,,,,
70,466.48,0.2867,0.5052,,,,
70,491.02,0.3674,0.559,,,,
70,509.4,0.4467,0.6078,,,,
70,520.41,0.5044,0.6535,,,,
70,525.71,0.5733,0.6646,,,,
70,533.44,0.6578,0.7089,,,,
70,536.58,0.7644,0.7696,,,,
70,535.78,0.8132,0.7877,,,,
70,530.9,0.8603,0.8201,,,,
70,524.21,0.893,0.8458,,,,
70,515.15,0.9332,0.89,,,,
70,505.64,0.9572,0.9253,,,,
70,498.04,0.9812,0.9537,,,,
70,486.41,1.0,1.0,,,,
