"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
373.15,106.106,0.0,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,102.185,0.0637,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,96.367,0.1588,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,90.191,0.2598,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,83.839,0.3622,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,77.788,0.4569,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,70.368,0.5675,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,63.066,0.6695,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,55.98,0.7613,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,47.771,0.8589,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,39.187,0.9511,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,34.257,1.0,,+-0.01,+-0.003,+-0.0005,+-0.0005
