"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
50,276.2,0.034,0.055,+-0.05,,,
50,278.8,0.055,0.077,+-0.05,,,
50,288.6,0.121,0.182,+-0.05,,,
50,294.7,0.149,0.218,+-0.05,,,
50,302.3,0.184,0.271,+-0.05,,,
50,317.6,0.276,0.395,+-0.05,,,
50,329.4,0.314,0.438,+-0.05,,,
50,348.4,0.406,0.554,+-0.05,,,
50,353.0,0.434,0.581,+-0.05,,,
50,363.6,0.479,0.636,+-0.05,,,
50,384.0,0.547,0.702,+-0.05,,,
50,388.4,0.564,0.715,+-0.05,,,
50,410.8,0.647,0.791,+-0.05,,,
50,424.0,0.693,0.824,+-0.05,,,
50,437.6,0.746,0.863,+-0.05,,,
50,467.7,0.833,0.922,+-0.05,,,
50,478.2,0.868,0.942,+-0.05,,,
50,499.8,0.946,0.98,+-0.05,,,
50,501.6,0.951,0.983,+-0.05,,,
