"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
0,13.088,1.0,,+-0.05,+-0.05,,
0,21.895,0.9794,,+-0.05,+-0.05,,
0,30.114,0.9576,,+-0.05,+-0.05,,
0,47.846,0.899,,+-0.05,+-0.05,,
0,70.325,0.7784,,+-0.05,+-0.05,,
0,77.42,0.7157,,+-0.05,+-0.05,,
0,83.477,0.6419,,+-0.05,+-0.05,,
0,85.015,0.6163,,+-0.05,+-0.05,,
0,88.934,0.5402,,+-0.05,+-0.05,,
0,90.314,0.5066,,+-0.05,+-0.05,,
0,93.443,0.4124,,+-0.05,+-0.05,,
0,93.684,0.4053,,+-0.05,+-0.05,,
0,96.355,0.303,,+-0.05,+-0.05,,
0,98.787,0.2047,,+-0.05,+-0.05,,
0,101.559,0.0965,,+-0.05,+-0.05,,
0,102.678,0.0476,,+-0.05,+-0.05,,
0,103.044,0.0229,,+-0.05,+-0.05,,
0,103.097,0.0,,+-0.05,+-0.05,,
