"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
363.7,4.067,0.946,0.98,+-0.05,+-0.5%,+-0.005,+-0.005
363.7,3.931,0.924,0.978,+-0.05,+-0.5%,+-0.005,+-0.005
363.7,3.671,0.871,0.967,+-0.05,+-0.5%,+-0.005,+-0.005
363.7,3.272,0.778,0.957,+-0.05,+-0.5%,+-0.005,+-0.005
363.7,3.215,0.769,0.956,+-0.05,+-0.5%,+-0.005,+-0.005
363.7,2.649,0.636,0.942,+-0.05,+-0.5%,+-0.005,+-0.005
363.7,2.117,0.5,0.929,+-0.05,+-0.5%,+-0.005,+-0.005
363.7,1.523,0.338,0.9,+-0.05,+-0.5%,+-0.005,+-0.005
363.7,1.048,0.224,0.858,+-0.05,+-0.5%,+-0.005,+-0.005
363.7,0.819,0.168,0.819,+-0.05,+-0.5%,+-0.005,+-0.005
