"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
276.4,1.56,0.074,0.704,,+-0.03,,
276.4,2.79,0.159,0.822,,+-0.03,,
276.4,4.1,0.272,0.87,,+-0.03,,
276.4,5.42,0.384,0.897,,+-0.03,,
276.4,6.67,0.489,0.904,,+-0.03,,
276.4,7.83,0.607,0.91,,+-0.03,,
276.4,9.16,0.723,0.908,,+-0.03,,
276.4,9.96,0.814,0.897,,+-0.03,,
