"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
149.5,5.14,0.0147,0.9973,,,,
149.5,11.23,0.0365,0.9973,,,,
149.5,22.4,0.0685,0.9971,,,,
149.5,47.4,0.1264,0.9929,,,,
149.5,58.95,0.1531,0.9908,,,,
149.5,67.85,0.1683,0.9895,,,,
149.5,82.44,0.1972,0.9878,,,,
149.5,100.65,0.228,0.9851,,,,
149.5,112.37,0.247,0.9845,,,,
149.5,125.56,0.2675,0.9819,,,,
149.5,132.1,0.2763,0.9791,,,,
149.5,135.27,0.2809,0.9795,,,,
149.5,146.79,0.3007,0.9772,,,,
149.5,160.71,0.3201,0.9745,,,,
149.5,176.16,0.3404,0.9736,,,,
149.5,182.15,0.3456,0.9705,,,,
149.5,188.57,0.355,0.9702,,,,
149.5,201.05,0.3708,0.9678,,,,
149.5,209.18,0.3816,0.9659,,,,
149.5,213.73,0.3858,0.9652,,,,
149.5,238.56,0.4145,0.9607,,,,
149.5,260.53,0.4403,0.9573,,,,
149.5,277.23,0.4578,0.9539,,,,
149.5,284.2,0.4669,0.9506,,,,
149.5,296.13,0.4772,0.9498,,,,
149.5,318.26,0.5049,0.9453,,,,
149.5,330.87,0.5213,0.9441,,,,
149.5,342.32,0.5275,0.9385,,,,
149.5,371.76,0.5632,0.9304,,,,
149.5,400.58,0.5999,,,,,
149.5,417.82,0.6128,0.9138,,,,
149.5,440.57,0.6402,0.9023,,,,
149.5,464.29,0.6872,0.8815,,,,
149.5,475.11,0.7112,0.8654,,,,
149.5,480.25,0.7483,0.8472,,,,
149.5,480.97,0.7519,,,,,
