"T, K","P, Pa",X,Y,T Err,P Err,X Err,Y Err
313.1,5013,0.0305,,0.1,15,,
313.1,5101,0.0392,,0.1,15,,
313.1,5293,0.0789,,0.1,15,,
313.1,5428,0.1362,,0.1,15,,
313.1,5462,0.1766,,0.1,15,,
313.1,5502,0.2729,,0.1,15,,
313.1,5489,0.3265,,0.1,15,,
313.1,5481,0.3986,,0.1,15,,
313.1,5450,0.5026,,0.1,15,,
313.1,5416,0.5696,,0.1,15,,
313.1,5108,0.733,,0.1,15,,
313.1,4221,0.8905,,0.1,15,,
313.1,3277,0.962,,0.1,15,,
