"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
373.15,24.48,0.0,0.0,+-0.1,+-0.01,,
373.15,24.82,0.039,0.055,+-0.1,+-0.01,,
373.15,25.31,0.089,0.124,+-0.1,+-0.01,,
373.15,25.82,0.137,0.189,+-0.1,+-0.01,,
373.15,26.36,0.194,0.255,+-0.1,+-0.01,,
373.15,26.85,0.247,0.322,+-0.1,+-0.01,,
373.15,27.52,0.318,0.405,+-0.1,+-0.01,,
373.15,28.12,0.381,0.47,+-0.1,+-0.01,,
373.15,28.81,0.447,0.539,+-0.1,+-0.01,,
373.15,29.57,0.525,0.616,+-0.1,+-0.01,,
373.15,30.35,0.602,0.685,+-0.1,+-0.01,,
373.15,31.06,0.668,0.744,+-0.1,+-0.01,,
373.15,31.72,0.732,0.797,+-0.1,+-0.01,,
373.15,32.23,0.786,0.84,+-0.1,+-0.01,,
373.15,32.85,0.846,0.889,+-0.1,+-0.01,,
373.15,33.47,0.902,0.93,+-0.1,+-0.01,,
373.15,33.95,0.956,0.968,+-0.1,+-0.01,,
373.15,34.35,1.0,1.0,+-0.1,+-0.01,,
