"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
280.58,2.08,0.0099,,0.01,,+-0.001,
283.13,2.974,0.0099,,0.01,,+-0.001,
285.88,3.163,0.0099,,0.01,,+-0.001,
288.43,3.348,0.0099,,0.01,,+-0.001,
293.33,3.723,0.0099,,0.01,,+-0.001,
298.24,4.127,0.0099,,0.01,,+-0.001,
302.35,4.494,0.0099,,0.01,,+-0.001,
307.27,4.978,0.0099,,0.01,,+-0.001,
312.28,5.765,0.0099,,0.01,,+-0.001,
317.17,6.58,0.0099,,0.01,,+-0.001,
322.07,7.356,0.0099,,0.01,,+-0.001,
326.97,8.098,0.0099,,0.01,,+-0.001,
331.85,8.803,0.0099,,0.01,,+-0.001,
336.36,9.471,0.0099,,0.01,,+-0.001,
341.65,10.11,0.0099,,0.01,,+-0.001,
352.42,11.39,0.0099,,0.01,,+-0.001,
