"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
85.5,760,0.897,0.942,+-0.1,+-0.5,,
87.5,760,0.801,0.892,+-0.1,+-0.5,,
89.1,760,0.698,0.821,+-0.1,+-0.5,,
91.3,760,0.605,0.782,+-0.1,+-0.5,,
92.9,760,0.54,0.725,+-0.1,+-0.5,,
94.6,760,0.482,0.663,+-0.1,+-0.5,,
97.1,760,0.398,0.603,+-0.1,+-0.5,,
97.8,760,0.364,0.55,+-0.1,+-0.5,,
101.5,760,0.262,0.424,+-0.1,+-0.5,,
102.7,760,0.2,0.348,+-0.1,+-0.5,,
105.7,760,0.14,0.275,+-0.1,+-0.5,,
108.1,760,0.07,0.169,+-0.1,+-0.5,,
109.1,760,0.018,0.066,+-0.1,+-0.5,,
