"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
277.48,106.58,0.193,,0.4,0.6,0.005,
280.11,104.32,0.193,,0.4,0.6,0.005,
282.96,102.06,0.193,,0.4,0.6,0.005,
286.03,99.8,0.193,,0.4,0.6,0.005,
290.04,97.06,0.193,,0.4,0.6,0.005,
296.26,93.17,0.193,,0.4,0.6,0.005,
302.89,89.69,0.193,,0.4,0.6,0.005,
313.09,84.88,0.193,,0.4,0.6,0.005,
322.94,81.54,0.193,,0.4,0.6,0.005,
333.05,78.11,0.193,,0.4,0.6,0.005,
343.16,75.36,0.193,,0.4,0.6,0.005,
352.82,73.0,0.193,,0.4,0.6,0.005,
365.04,70.35,0.193,,0.4,0.6,0.005,
