"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
123.12,500,0.048,,+-0.03,+-1,+-0.001,+-0.001
122.97,500,0.085,,+-0.03,+-1,+-0.001,+-0.001
122.66,500,0.221,,+-0.03,+-1,+-0.001,+-0.001
122.54,500,0.276,,+-0.03,+-1,+-0.001,+-0.001
122.42,500,0.341,,+-0.03,+-1,+-0.001,+-0.001
122.26,500,0.408,,+-0.03,+-1,+-0.001,+-0.001
122.07,500,0.5,,+-0.03,+-1,+-0.001,+-0.001
121.85,500,0.548,,+-0.03,+-1,+-0.001,+-0.001
121.77,500,0.633,,+-0.03,+-1,+-0.001,+-0.001
121.69,500,0.661,,+-0.03,+-1,+-0.001,+-0.001
121.46,500,0.783,,+-0.03,+-1,+-0.001,+-0.001
121.37,500,0.883,,+-0.03,+-1,+-0.001,+-0.001
121.15,500,0.894,,+-0.03,+-1,+-0.001,+-0.001
121.1,500,0.945,,+-0.03,+-1,+-0.001,+-0.001
