"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
422.24,1.316,0.089,,+-0.05,+-0.01,0.001,
431.74,1.641,0.089,,+-0.05,+-0.01,0.001,
441.98,2.046,0.089,,+-0.05,+-0.01,0.001,
452.62,2.551,0.089,,+-0.05,+-0.01,0.001,
462.56,3.106,0.089,,+-0.05,+-0.01,0.001,
471.85,3.696,0.089,,+-0.05,+-0.01,0.001,
481.64,4.417,0.089,,+-0.05,+-0.01,0.001,
491.35,5.219,0.089,,+-0.05,+-0.01,0.001,
500.52,6.054,0.089,,+-0.05,+-0.01,0.001,
510.12,7.001,0.089,,+-0.05,+-0.01,0.001,
519.74,8.005,0.089,,+-0.05,+-0.01,0.001,
524.52,8.49,0.089,,+-0.05,+-0.01,0.001,
532.01,9.087,0.089,,+-0.05,+-0.01,0.001,
534.6,9.22,0.089,,+-0.05,+-0.01,0.001,
