"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
298.15,6.114,0.0,0.0,0.001,0.005,,
298.15,6.475,0.0455,0.0961,0.001,0.005,,
298.15,6.875,0.0993,0.1972,0.001,0.005,,
298.15,7.245,0.1494,0.2807,0.001,0.005,,
298.15,7.619,0.1992,0.3552,0.001,0.005,,
298.15,8.018,0.2533,0.428,0.001,0.005,,
298.15,8.37,0.3019,0.4869,0.001,0.005,,
298.15,8.732,0.3519,0.5423,0.001,0.005,,
298.15,9.085,0.4019,0.5931,0.001,0.005,,
298.15,9.44,0.4515,0.6394,0.001,0.005,,
298.15,9.788,0.5014,0.6825,0.001,0.005,,
298.15,10.083,0.548,0.72,0.001,0.005,,
298.15,10.452,0.6022,0.7607,0.001,0.005,,
298.15,10.772,0.6506,0.7949,0.001,0.005,,
298.15,11.103,0.7003,0.8279,0.001,0.005,,
298.15,11.44,0.7514,0.8602,0.001,0.005,,
298.15,11.81,0.8081,0.8942,0.001,0.005,,
298.15,12.068,0.8487,0.9177,0.001,0.005,,
298.15,12.369,0.8963,0.9443,0.001,0.005,,
298.15,12.674,0.948,0.9724,0.001,0.005,,
298.15,13.007,1.0,1.0,0.001,0.005,,
