"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
250.0,1.783,0.0,0.0,0.1%,0.1%,,
250.0,1.967,0.0065,0.0782,0.1%,0.1%,,
250.0,2.071,0.0106,0.1174,0.1%,0.1%,,
250.0,2.315,0.0201,0.1952,0.1%,0.1%,,
250.0,2.488,0.0269,0.2408,0.1%,0.1%,,
250.0,2.759,0.0379,0.3001,0.1%,0.1%,,
250.0,2.964,0.0465,0.3381,0.1%,0.1%,,
250.0,3.131,0.0536,0.3655,0.1%,0.1%,,
250.0,3.446,0.0676,0.409,0.1%,0.1%,,
250.0,3.836,0.0863,0.4533,0.1%,0.1%,,
250.0,4.2,0.1041,0.4855,0.1%,0.1%,,
250.0,4.792,0.1368,0.5262,0.1%,0.1%,,
250.0,5.378,0.1715,0.5559,0.1%,0.1%,,
250.0,6.15,0.2246,0.5812,0.1%,0.1%,,
250.0,6.715,0.2711,0.5914,0.1%,0.1%,,
250.0,7.399,0.3366,0.5856,0.1%,0.1%,,
250.0,7.684,0.3718,0.5761,0.1%,0.1%,,
250.0,7.983,0.4163,0.5523,0.1%,0.1%,,
250.0,8.053,0.4252,0.5408,0.1%,0.1%,,
