"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
533.0,400,0.034,0.209,0.5,,,
522.3,400,0.056,0.343,0.5,,,
507.4,400,0.113,0.486,0.5,,,
480.4,400,0.197,0.696,0.5,,,
467.3,400,0.25,0.774,0.5,,,
450.2,400,0.34,0.847,0.5,,,
440.5,400,0.405,0.888,0.5,,,
431.2,400,0.426,0.91,0.5,,,
407.7,400,0.64,0.964,0.5,,,
395.3,400,0.741,0.982,0.5,,,
