"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
348.15,7.748,0.0,0.0,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,10.559,0.0223,0.0764,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,11.367,0.0621,0.1716,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,12.063,0.1168,0.2503,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,12.445,0.1698,0.2973,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,12.649,0.2172,0.3265,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,12.809,0.2941,0.3586,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,12.857,0.3694,0.38,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,12.846,0.43,0.3957,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,12.696,0.5546,0.43,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,12.309,0.669,0.4789,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,11.858,0.7377,0.5211,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,10.972,0.83,0.6099,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,10.144,0.8898,0.6966,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,9.989,0.9391,0.8011,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,9.978,0.9888,0.9526,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,9.976,1.0,1.0,+-0.02,+-0.0007,+-0.002,+-0.002
