"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
45,97.5,0.0206,0.5942,+-0.03,+-0.05,,
45,139.9,0.0435,0.7212,+-0.03,+-0.05,,
45,166.0,0.1136,0.7665,+-0.03,+-0.05,,
45,176.8,0.1996,0.785,+-0.03,+-0.05,,
45,182.4,0.3066,0.7938,+-0.03,+-0.05,,
45,184.4,0.385,0.7984,+-0.03,+-0.05,,
45,185.6,0.4603,0.803,+-0.03,+-0.05,,
45,187.5,0.5789,0.8081,+-0.03,+-0.05,,
45,188.3,0.6518,0.811,+-0.03,+-0.05,,
45,189.3,0.7376,0.8197,+-0.03,+-0.05,,
45,189.8,0.8013,0.8247,+-0.03,+-0.05,,
45,189.8,0.8452,0.8346,+-0.03,+-0.05,,
45,189.0,0.9015,0.8586,+-0.03,+-0.05,,
45,187.5,0.9282,0.8769,+-0.03,+-0.05,,
45,185.1,0.9529,0.9015,+-0.03,+-0.05,,
45,181.8,0.973,0.931,+-0.03,+-0.05,,
45,179.1,0.9845,0.9538,+-0.03,+-0.05,,
