"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
80.6,760,0.02,0.048,,,,
80.4,760,0.027,0.062,,,,
79.0,760,0.056,0.125,,,,
78.5,760,0.065,0.147,,,,
78.0,760,0.077,0.165,,,,
76.0,760,0.176,0.293,,,,
74.9,760,0.242,0.355,,,,
74.4,760,0.299,0.393,,,,
73.8,760,0.371,0.438,,,,
73.7,760,0.38,0.449,,,,
73.4,760,0.44,0.485,,,,
73.2,760,0.513,0.519,,,,
73.0,760,0.5294,0.5294,,,,
73.2,760,0.581,0.545,,,,
73.4,760,0.665,0.6,,,,
73.8,760,0.713,0.626,,,,
74.0,760,0.767,0.657,,,,
74.4,760,0.79,0.68,,,,
76.3,760,0.92,0.801,,,,
