"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
160.0,1.73,0.0,0.0,+-0.3,,,
160.0,2.66,0.0668,0.362,+-0.3,,,
160.0,3.29,0.142,0.49,+-0.3,,,
160.0,4.09,0.226,0.613,+-0.3,,,
160.0,4.17,0.242,0.614,+-0.3,,,
160.0,4.75,0.344,0.7,+-0.3,,,
160.0,5.5,0.517,0.788,+-0.3,,,
160.0,5.68,0.57,0.798,+-0.3,,,
160.0,6.37,0.767,0.863,+-0.3,,,
160.0,6.8,0.898,0.937,+-0.3,,,
160.0,7.07,1.0,1.0,+-0.3,,,
