"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
333.65,0.59,0.7065,,0.02,0.01,,
343.08,0.728,0.7065,,0.02,0.01,,
353.1,0.897,0.7065,,0.02,0.01,,
363.26,1.095,0.7065,,0.02,0.01,,
373.21,1.31,0.7065,,0.02,0.01,,
383.15,1.562,0.7065,,0.02,0.01,,
393.2,1.842,0.7065,,0.02,0.01,,
403.15,2.15,0.7065,,0.02,0.01,,
413.27,2.497,0.7065,,0.02,0.01,,
423.25,2.87,0.7065,,0.02,0.01,,
433.51,3.292,0.7065,,0.02,0.01,,
442.46,3.683,0.7065,,0.02,0.01,,
452.45,4.145,0.7065,,0.02,0.01,,
457.42,4.365,0.7065,,0.02,0.01,,
462.41,4.536,0.7065,,0.02,0.01,,
464.78,4.586,0.7065,,0.02,0.01,,
